body,label
"Buna ziua,Sincer sa fiu eu nu apreciez faptul ca lasati clientii sa """"probeze"""" produsele (biciclete; trotinete etc) in magazin. Se pare ca nu toti clientii inteleg cum trebuie procedat in astfel de situatii si multi invata efectiv sa mearga pe bicicleta in magazin.In rest numai de bine!",Pozitiv
"Andrei de la Drumetii a fost foarte bine pregatit profesional oferind toate informatiile pe care le - am dorit. Chiar daca nu am achizitionat tot ce as fi vrut, el a  fost promt la tot ce am dorit.Doresc sa gasesc asa angajati informati si la celelalte raioane ale magazinului.",Pozitiv
"Am cumparat o bicicleta fiului meu. A fost montata foarte repede, nu a trebuit sa astept deloc. Baiatul de pe raion a fost foarte amabil si ne-a ajutat cu tot ceea ce am avut nevoie. Foarte multumit.",Pozitiv
a fost ok doar ca este in schimbare de colectie...,Pozitiv
"Am dat o comanda pentru o husa de arma de 130 cm. Pe langa faptul ca personalul dumneavoastra a insistat sa imi vanda o husa mai lunga si la un pret sensibil mai mare, au comandat-o, dar nu se stie cand ajunge. Asta in ideea in care livrarile oricarui retail sunt in max 48 de ore (marea majoritate 24 ore). Multumesc!",Negativ
"Magazinul nu era aprovizionat, daca doresti o informatie, de cele mai multe ori trebuie sa alergi prin magazin sa cauti un consultant.",Pozitiv
"Faptul ca atunci cand se schimba un produs, dureaza foarte mult pana ce se intocmesc toate actele. Ar fi mult mai OK daca ati implementa un proces mai scurt. Returul, schimbul dureaza mult.",Pozitiv
Mai multă atenție din partea angajaților chiar dacă magazinul este plin trebuie sa zâmbeasca când sunt întrebați. Nu privire întunecată ptr ca am deranjat cu o întrebare,Negativ
"Daca probezi mai multe geci devi suspect si beneficiezi de ,, ajutorul paznicilor,,. Neplacut si jenant in acelasi timp.",Negativ
Oferte mai bune si la produsele de top nu numai la cele de baza. Reduceri adevarate la produsele la final de sezon. Varietate mai mare a produselor expuse,Negativ
Vin mereu din sinaia sambata si doresc sa gasesc marfa diversificata,Negativ
Din pacate nu gasesti aceleasi produse  grupate. Pentru incaltari trebuie sa iei tot magazinul din Baneasa la rand,Pozitiv
"Ce-ati zice sa aveti si produse mai """"serioase"""" din gama archery? Poate un mini raion, altul decat cel incipient care exista acum? Doar o sugestie...",Pozitiv
"Toate foarte frumoase, pana am ajuns acasa si am observat ca am fost facturat pentru un produs de 2 ori. E o valoare de 5.90 facturata in plus, probabil din greseala, dar asta umbreste intreaga experienta. Domnisoara de la casa, a fost dezorganizata, nu a reusit decat cu ajutorul meu sa identifice codul unui produs (undita lakeside-5 400) si am observat ca mi-a scanat de 2 ori un pachetel cu carlige (1859523 - CARLIGE MONTATE BRONZ) si nu unul dupa altul, deci se exclude dubla scanare.",Negativ
"Vin cu placere in magazinele Decathlon, insa am avut neplaceri de cateva ori. Serviciul Click and collect este din punctul meu de vedere unul dezamagitor. Am rezervat un produs si imi aparea ca fiind la locatie, disponibil in 3 ore. Seara am ajuns in magazin si am stat 20 de minute sa aflu ca respectivul produs nu se afla in zona de ridicare a produselor si nici in magazin nu era. In schimb, unul dintre angajati s-a uitat pe stocuri si mi-a spus ca respectivul produs se afla in alt magazin, in celalalt capat al orasului. Dupa ce a sunat in magazinul respectiv, cele 3 produse ramase in stoc erau de fapt rezervate pentru o comanda mai mare, sau daca vrem mai e un produs la Suceava si pot sa-l aduca de acolo in cateva zile. Trebuie sa va revizuiti, rezolvati problemele pe care le aveti cu actualizarea stocurilor in ceea ce priveste serviciul Click and Collect.",Negativ
"Per ansamblu sunt multumita pana acum, nu am fost de multe ori in magazin din cauza distantei fata de casa. O recomandare ar fi deschiderea mai multor magazine.",Pozitiv
"Decathlon era magazinul pe care acum un an - un an si jumatate il alegeam cand doream sa fac un cadou de calitate, unei persoane care face sport. Unde este sectorul """"Baschet""""? Erau doar cateva perechi de bascheti si nu am gasit numarul pe care il cautam. Acum un an gaseam cel putin 4-5 modele si toate marimile.",Negativ
"nu am gasit produsul dorit, deoarece nu mai era pe stoc, dar am gasit o varianta alternativa foarte buna.",Pozitiv
Are un gust grețos si este greu de băut fiind foarte dens,Negativ
"Testarea bicicletelor, trotinetelor etc. e un plus, dar SĂ SE INSISTE să aibă loc  doar in zona de mujloc",Pozitiv
Recomand cu plăcere să mergeți cu drag și cu mult timp pentru a căuta ce doriți să luați în considerare și copiii care se pot juca în timp ce noi facem soping.,Pozitiv
Produsul OXELO Trotinetă Mid 7  este o jucarie excelenta pentru copii. \copilul meu se bucura si este foarte multumit de trotineta.,Pozitiv
sistemul cu coada la toate casele nu este respectat de toata lumea,Negativ
Varietatea și disponibilitatea produselor de incaltaminte pentru drumetie este redusa.,Pozitiv
"Am achiziționat mărimea l-xl, deoarece la raft nu exista o măsură mai mare de care as fi avut nevoie.",Pozitiv
din pacate nu prea pot face o evaluare pentru ca inca produsul nu l-am primit.cand am facut comanda in data de 21 decembrie termenul dvs de livrare era 29 decembrie deci cand trebuia eu sa il primesc acasa abia in ziua aia a fost dat la curier si in prezent inca produsul nu l-am primit.a fost  ultima comanda facuta la dvs.,Negativ
"Ar fi trebuit sa fie etans, insa curge pe la tamburusul de plastic.",Negativ
tratamentul anti-aburire a disparut doar dupa 5 utilizari desi am avut grija de el!,Negativ
"Am cumpărat modelul Starcross III foarte asemănător cu acesta și sunt foarte mulțumit.Bocancii rezistă la vreme ploioasă; am mers cu ei prin zloată și prin bălți fără să simt umezeală.Prețul este peste medie, dar sper să-și merite banii în timp.",Pozitiv
"Totul pare de calitate... Excelent, dați un exemplu si la alți pamflicari...mai ales la o asa garanție. ..",Negativ
"Arata bine, e usoara, insa iese puful din ea foarte mult, toate bluzele si tricourile putate pe sub ea sunt pline de puf",Negativ
"Fiind marti dimineata era liber, spre deosebire de duminica, cand nu aveai loc sa arunci un ac. Si am gasit si pe stoc ce nu gasisem duminica.",Negativ
Am dus bicicleta eliptica la reparat fiind în garanție și mi au trimis o la fel dupa ce mi au tinut o 4 săptămâni.,Negativ
Am luat niște cauciucuri pentru bicicleta și prețul de la raft nu era același cu cel de la casa de marcat,Negativ
Nu mai lasati copii sa faca ce vor prin magazin cu produsele. Stau sa-i ocolesc sa nu-i lovesc in loc sa ma uit dupa ce vreau sa cumpar. Plus zgomotul si tipetele. Suntem in parc de distractii sau intr-un magazin?,Negativ
Din pacate experientele neplacute cu serviciul de paza din acest magazin ma vor determina sa aleg alt magazin Decathlon din Bucuresti.,Negativ
"Am cumparat pentru a doua oara aceasta bicicleta. Prima am returnat-o, intrucat roata spate era stramba (roata spate nu calca pe urmele rotii din fata). La aceasta a II-a bicicleta, am constatat, abia acasa, ca nu avea sonerie. Atunci am inteles ca am fost , de fapt, pacalit. Pentru o sonerie de 10 lei m-au pierdut de client. Mentionez ca bicicleta mi-a fost predata de angajatul pe raionul respectiv, dupa ce au fost montate pedale, si au fost efectuate reglajele. Nu m-am gandit in acel moment ca o bicicleta trebuie sa aiba si sonerie. La cateva zile, in parc, am observat ca fiica-mea intampina dificultate in ocolirea pietonilor. Chiar as vrea ca post-ul meu sa fie citit de catre un manager din Franta.",Negativ
La cortul Arpenaz ar fi foarte bine daca ar avea plasa de tantari la usa si ferestrea mai mari.,Pozitiv
"Acest ceas dispune de functia LAP/ cronometrare/tura. Daca da, cate ture poate memora. Daca nu, ce modele de ceas au aceasta functie?",Negativ
"Era foarte ok,preturile au fost bune si am luat lucruri de calitate.",Pozitiv
"In doua ture usoare au dovedit ca nu sunt impermeabili, iar bocancul stang imi impinge piciorul din genunghi in spre interior si am o durere pe care nu o am cu alti bocanci quechua (mai detin doua modele de bocanci + inca o pereche de pantofi). Am fost sa returnez produsul si angajata care se ocupa de retururi a sunat pe raion si mi-a transmis ulterior conversatiei telefonice ca nu pot returna produsul pentru ca nu prezinta urme de deteriorare. Bocanci imi sunt nefolositori in conditiile in care daca ii voi purta risc o accidentare.",Negativ
"Totul ok, angajatii super oameni. Ar trebui tinuti sub control taranii care vin in magazin ca la parcul de distractii sa se dea ei cu toate chestiile care au roti, fara sa cumpere nimic.",Pozitiv
"Confortabila, ajuta la evacuarea transpiratiei si la aerisire. Recomand pentru activitati fizice (alergare, fotbal, etc.)",Pozitiv
Mai multe produse pt sezonul respectiv. S-au terminat f repede.,Pozitiv
Este exact ce aveam nevoie atunci cand plec intr-o excursie pe la munte sau alte locuri si doresc sa stau peste noapte. Are un compartiment principal super generos si restul buzunarelor destul de mari pentru depozitarea diferitelor gadgeturi...,Pozitiv
Serviciul atelier a fost excelent. Bicicleta a fost reparata și reglată perfect.,Pozitiv
"Nu am putut sa platesc cu cardul, ceea ce mi-a conferit un stres enorm, pentru ca nu aveam bani lichizi si eu venisem din provincie special sa fac cumparaturi pentru copiii mei.",Negativ
"este super comod, iar materialul parca ar fi dat cu ceara, nu se imbiba de apa si se usuca instant",Pozitiv
"In general sunt foarte multumita de acest magazin, dar chiar ultima data cand am fost am intrebat un agent despre disponibilitatea unor tije separate pentru un umbrar (model cumparat din decathlon) si m-au informat  ca exista dar nu sunt in magazin, a doua zi m-am intors sa rog sa mi se faca comanda, iar la abordarea altui agent, se uita foarte mirat si i-am aratat chiar si modelul si mi-a zis foarte prompt ca nu exista asa ceva si a intors spatele si a plecat. Am  iesit  dezamagita si cu gandul ca voi improviza ceva. Pai exista sau nu exista?..se pot face comanda sau nu se pot face comanda?....repet, este prima oara cand a fost ceva neinregula . Recomand seriozitate un pic mai mare personalului.",Negativ
Am fost interesat de raionul de incaltaminte pentru mers activ.Din pacate nu am gasit toate produsele de pe site dar am avut din ce sa aleg. :),Pozitiv
"Am vrut sa achizitionez trotineta , dupa ce am citit pe site la descriere ca se poate folosi de copii ce au inaltime intre 1.45 si 1.85 m. Cand am sunat la magazinul  sa o rezer, am mai intrebat inca o data daca se respecta caracteristicile de pe site, au spus ca da.Ajugand la magazin am constata cu stupoare ca aveau alte caracteristici , acest tip de trotineta merege folosita de copii ce au pana in 1.45 m.Imi pare rau sa constat ca ce este scris pe site nu coincide cu ce este in magazin.",Negativ
"Produsele mai ieftine vin in cantități mici ,mă refer la pennyboard .",Pozitiv
"Un produs util, comod si multivalent.Sotia mea a folosit acest pantalon pentru drumetie si pentru ski.Este foarte incantata de aceasta achizitie.",Pozitiv
"Cred  ca plimbatul cu trotinete sau biciclete prin intervalele din magazin nu este oportun. Pot avea loc accidente, care sa genereze neplăceri și disconfort,",Pozitiv
Ft bun pt echipamentul de sport si nu numai. Rezistent.,Pozitiv
"Am umflat 2 roti la bicicleta si s-a incalzit foarte tare, pentru utilizari """"light"""" merge.",Negativ
De fiecare data intru cu placere in acest magazin! Produse de calitate si preturi avantajoase - pentru toate buzunarele!,Pozitiv
"Un trainer iedeal pentru a continua sa pedalezi in perioada de iarna.Foarte usor de instalat. Senzorul Bluetooth smart este un mare plus.Ai 3 luni acces gratuit la filmulete cu ture de antrenament prin aplicatia B'twin Training. Ture de la plat la urcari epice din marile tururi de ciclism. Ture de la 1 km pana la 180 km.Imposibil sa te plictisesti pedaland in timp ce """"te plimbi"""" prin diferite locati de peste tot din lume  :D",Pozitiv
Amabilitatea și instruirea personalului lasă mult de dorit. Găsirea produselor relativ greu în magazin.,Negativ
Putine articole de schi/snowboard pentru femei. Marimi mici aproape inexistente.,Negativ
Cei ce m-au servit ar trebui rasplatiti mult mai bine pe statutul de salariu decat sunt in present,Pozitiv
multe produse nu sunt disponibile decat pe comanda. Iar comenzile ajung foarte greu.,Negativ
"I-mi place magazinul dumneavoastra care , intradevar ofera produse ptr. sport accesibile la pret si bune calitativ. Acum am luat doar cateva mingi de tenis, dar in general sunt multumit de raportul calitate/pret al produselor comercializate de dumneavoastra.Cu stima, Sorin",Pozitiv
"Nu țineți cont de opinia cumpără torilor aşa că nu mai doresc sa fiu deranjat cu astfel de sondaje.Oricum, sunteți un magazin jalnic la Buzău!",Negativ
"Ceva mai multa  operativitate !! Daca vreau sa cumpar ceva ce este pe stocul magazinului pe net, atunci sa fie nu sa astept sa vina de la Bucuresti ca acolo este stocul fizic... Este pe stoc(pe net in zona cumparatorului) atunci sa fie sa fie si in magazin.",Pozitiv
"Bluza este uimitor de calduroasa avand in vedere cat de groasa e.Singura mea problema cu ea e ca s-a scamosat dupa o singura folosire,nici nu am apucat sa o spal.",Negativ
"Prefer o gama mai variata la incaltaminte iarna atat pentru barbati , cat si pentru femei , si ma refer la modelele impermeabile si cu strat termic , in primul rand ca design si apoi ca si caracteristici , cu un raport bun , pret- calitate ! Recomand in continuare magazinele Decatlon , si magazinul din Cluj ramane preferatul meu ! Poate ca gresesc , dar cred ca nu aveti aceeasi sortimentatie de marfa in toate magazinele , cred ca la Cluj este mai diversificata marfa , dar ma voi convinge pana la sfarsitul acestei luni :-)",Pozitiv
"Am cumpărat o bicicleta in dreptul ei era un preț afișat iar la casa am plătit cu 100 lei mai mult, mi s-a spus ca nu e modelul afișat si ca nu au pus încă prețul pt ca nu au apucat si prețurile se pun după ce se aseară marfa in cazul in care nimeni nu era pe raion.",Negativ
"Am cautat o pereche de pantaloni de și, mărimea m. Din păcate numai la cele mai scumpe produse am găsit aceasta mărime. Poate pe viitor găsesc și aceasta măsură. De asemenea, deoarece am ajuns destul de târziu în magazin, personalul nu a fost foarte cooperant ca de obicei. Am fost păsător de la un coleg la celalalt.",Negativ
